Stations_ID;Datum;Qualitaet;Min_5cm;Min_2m;Mittel_2m;Max_2m;Relative_Feuchte;Mittel_Windstaerke;Max_Windgeschwindigkeit;Sonnenscheindauer;Mittel_Bedeckungsgrad;Niederschlagshoehe;Mittel_Luftdruck
5371.00;03.04.2017;3.00;-1,4;1,3;7,3;12.00;76,5;4,5;10,3;9867.00;2,9;0.00;916,72
5371.00;04.04.2017;3.00;-3.00;1,3;4,3;9,9;77,5;3.00;7,4;6033.00;2,5;0.00;915,13
5371.00;05.04.2017;3.00;-3,3;0,9;4,6;8,4;74,29;5.00;14,9;3,7;6.00;0,1;914,49
5371.00;06.04.2017;3.00;-0,8;-0,8;1,9;6,1;75,13;7,2;15,1;5,65;6,5;0,3;915,25
5371.00;07.04.2017;3.00;-0,6;0,2;3,1;7,4;86,21;6,2;11,1;0,717;7,4;0.00;914,87
5371.00;08.04.2017;3.00;-0,6;4,4;6,6;10,1;80,21;3.00;7,3;2233.00;5,6;0.00;916,28
5371.00;09.04.2017;3.00;-0,9;3,8;9,9;17,1;66,58;2,6;7,8;12683.00;1,1;0.00;916,5
5371.00;10.04.2017;3.00;0,4;1,7;9,1;15,9;64,42;7,3;15,2;7,75;3.00;0.00;912,02
5371.00;11.04.2017;3.00;-0,5;-0,1;2,7;5,4;71,29;5,7;12,5;2667.00;6,5;0.00;915,23
5371.00;12.04.2017;3.00;1,4;2,3;6,3;10,9;66,71;7,9;15.00;3,7;7,3;0.00;908,75
5371.00;13.04.2017;3.00;1,1;2,5;4,1;6,3;80,29;5,5;13.00;0,25;7,3;0.00;906,1
5371.00;14.04.2017;3.00;-0,7;1.00;4,2;9,7;70,75;3,8;9,1;7183.00;5,2;0.00;907,95
5371.00;15.04.2017;3.00;-1,5;-0,4;3,2;5,5;86,75;6,3;14,4;0.00;7,3;3,7;906,49
5371.00;16.04.2017;3.00;-2,1;-1,1;0,9;4,7;88,13;5.00;11,2;2,2;7,2;3.00;909,04
5371.00;17.04.2017;3.00;-2,2;-1,9;-0,2;2,3;90.00;5.00;15,7;1,6;7,5;10,2;907,17
5371.00;18.04.2017;3.00;-3.00;-2,9;-1,8;2,3;91,21;7,5;13,9;1133.00;7,8;3,8;912,25
5371.00;19.04.2017;3.00;-6,5;-5,1;-3,6;-1,1;84,96;5,5;13.00;3033.00;6,1;0,2;920,37
5371.00;20.04.2017;3.00;-8,5;-5,6;-0,4;4,9;60,25;4,1;8,8;12883.00;3,6;0.00;923,07
5371.00;21.04.2017;3.00;-1,3;-0,1;3,4;6,5;66,13;4,3;11,9;5033.00;6,2;3,2;919,25
5371.00;22.04.2017;3.00;-0,5;-0,3;2,1;4,3;82,21;7.00;17,1;0,883;7,5;2,3;913,07
5371.00;23.04.2017;3.00;-3,1;-2,4;0,2;3,8;75,54;6.00;13,1;1233.00;7.00;0.00;913,54
5371.00;24.04.2017;3.00;-6,2;-2,9;4,1;11,1;64,54;4,6;10,7;11,95;5.00;0.00;907,43
5371.00;25.04.2017;3.00;-1.00;-0,5;2,3;5,1;72,92;5,4;12,4;1667.00;7.00;1,6;899,85
5371.00;26.04.2017;3.00;-2,6;-1,2;1.00;5.00;70,29;2,5;7,1;2767.00;7,2;0,2;902,99
5371.00;27.04.2017;3.00;-3.00;-0,9;2.00;6,5;67,88;3.00;7,1;5167.00;6,5;0,1;905,82
5371.00;28.04.2017;3.00;-2,4;-0,4;3.00;7,3;58,13;3,9;8,3;8183.00;4,1;0.00;905,64
5371.00;29.04.2017;3.00;-1,2;0,6;3,5;8,6;68,29;3,7;11,3;6533.00;3,9;0.00;909,01
5371.00;30.04.2017;3.00;-1,3;0,3;6,5;13,2;61,67;10,7;19,9;13117.00;2.00;0.00;906,43
5371.00;01.05.2017;3.00;1,4;2,9;4,6;8,2;80,13;5,9;17,2;1,4;6,9;8,3;904,25
5371.00;02.05.2017;3.00;2,1;1,9;3,1;3,9;95,88;5,6;11,9;0.00;8.00;16,6;905,92
5371.00;03.05.2017;3.00;0,8;2,6;6,1;9,7;88,38;4,6;10,9;0,867;7,6;6,9;911,03
5371.00;04.05.2017;3.00;3,5;3,5;5,4;7,5;95,67;4,7;9,2;0,167;7,9;3,1;909.00
5371.00;05.05.2017;3.00;3.00;3,5;4,9;7.00;92,58;3,1;9,8;0.00;7,5;0.00;911,09
5371.00;06.05.2017;3.00;3,2;4,1;9,4;16,1;77,38;5,9;11.00;9933.00;6,5;0.00;906,33
5371.00;07.05.2017;3.00;4,5;6,1;9,3;14,1;86,79;3,8;10,5;3,75;7,3;12,3;906,68
5371.00;08.05.2017;3.00;2,3;2,2;4,2;7,9;93,96;6,3;11,6;0.00;7,8;0,8;909,04
5371.00;09.05.2017;3.00;-2,9;-0,1;2,4;6,8;71,63;3,4;8,4;4,9;6,4;0.00;909,56
5371.00;10.05.2017;3.00;-2,8;-0,7;6,5;13,2;57,42;3,5;10,8;14183.00;3,3;0.00;902,83
5371.00;11.05.2017;3.00;-0,2;5,3;11,7;17,9;60,5;5,5;12.00;8367.00;5,5;0,4;897,78
5371.00;12.05.2017;3.00;6,7;9.00;11,3;15,3;80,21;3,3;7,2;1783.00;7,1;0.00;899,08
5371.00;13.05.2017;3.00;6,7;8,1;12,6;18.00;75,13;4,4;9,8;7,5;5,4;0,8;906,73
5371.00;14.05.2017;3.00;7.00;8,6;10,9;15,9;79,29;3,8;11,4;3283.00;6,8;0,6;915,19
5371.00;15.05.2017;3.00;5,1;7,4;11,1;15,5;70,79;2,6;7,1;8083.00;4,2;0.00;921,64
5371.00;16.05.2017;3.00;4,2;8,5;14,2;20,3;58,13;2,6;6,2;10117.00;5.00;0.00;922,55
5371.00;17.05.2017;3.00;7,5;11,9;17,4;22,8;55,17;6,1;15,8;13,75;4,1;0.00;916,46
5371.00;18.05.2017;3.00;9,7;12,8;16,9;22,3;63,83;5,9;17.00;10517.00;5,4;6,1;908,65
5371.00;19.05.2017;3.00;5,8;5,6;10,8;14,6;90,67;5,2;14,8;0,35;7,5;12,9;906,17
5371.00;20.05.2017;3.00;4,5;4,8;8,1;12,8;80,5;4,5;10,9;6767.00;5,5;0.00;914,79
5371.00;21.05.2017;3.00;4,3;6,6;10,4;14,3;66,75;3,6;10,4;5,4;4,5;0.00;919,02
5371.00;22.05.2017;3.00;4,5;8,7;12,1;16,4;63,63;4,5;11.00;3,2;5,3;0.00;914,23
5371.00;23.05.2017;3.00;5,5;8,4;14,2;19,6;64,83;4,7;13,3;9033.00;5,8;0.00;912,67
5371.00;24.05.2017;3.00;5,5;6,2;9,3;12,6;78,33;6,3;11,8;4,3;6,5;1.00;915,6
5371.00;25.05.2017;3.00;5,3;8.00;11,5;16.00;74,21;4,9;10,4;7,95;3,8;0.00;916,22
5371.00;26.05.2017;3.00;7,6;9.00;14,8;20,3;67,33;3,9;9,2;14483.00;1,7;0.00;916,17
5371.00;27.05.2017;3.00;10,1;12.00;17,3;23.00;62,71;6,6;14,5;14683.00;0,3;0.00;916,05
5371.00;28.05.2017;3.00;9,6;14,6;19,4;25,6;51,21;4,7;10,1;14233.00;4,3;0.00;915,36
5371.00;29.05.2017;3.00;13,4;16,2;20,9;26,9;59,17;4,3;10,4;8483.00;4,5;0.00;911,56
5371.00;30.05.2017;3.00;13.00;13,1;17,7;23,7;72,08;5,9;17,5;4083.00;5,9;2,2;910,78
5371.00;31.05.2017;3.00;9,9;10,6;13,9;18,4;73,58;3,7;7,8;7,7;6,5;0.00;915,25
5371.00;01.06.2017;3.00;7,2;11,6;15,3;20.00;56,79;3,2;7,5;12583.00;4.00;0.00;916,08
5371.00;02.06.2017;3.00;7,9;11,9;16,8;21,8;63,38;2,8;6,5;5667.00;5.00;0,3;913,32
5371.00;03.06.2017;3.00;10,6;11,3;16,8;23,5;72,04;4.00;22.00;4,1;6,9;41.00;909,15
5371.00;04.06.2017;3.00;7,3;8,9;11,6;15,4;82,25;5,5;16,2;5067.00;5,9;1,4;908,41
5371.00;05.06.2017;3.00;6,2;8,3;11,6;16,2;76,79;;7.00;4,9;5,3;0.00;908,61
5371.00;06.06.2017;3.00;4,1;4,8;9,6;13,4;87,08;9,6;20,5;1567.00;6,8;2,3;900,64
5371.00;07.06.2017;3.00;3,6;4,1;7,2;12.00;83,08;10,5;18,4;3,8;6,3;2,5;907,59
5371.00;08.06.2017;3.00;5,3;6,1;11,4;16,6;69,83;7,6;12,8;9233.00;5,5;0.00;912,52
5371.00;09.06.2017;3.00;7,4;8,8;12,9;17,8;69,92;7,6;18,6;6,45;5,5;7,8;909,51
5371.00;10.06.2017;3.00;7,1;8,6;12,9;17,9;71,92;3,7;9,8;12617.00;3,5;0.00;915,2
5371.00;11.06.2017;3.00;8,1;10,9;17,1;22,5;61,67;6,5;13,4;12,9;3,3;0,1;913,73
5371.00;12.06.2017;3.00;7.00;8,4;14,5;17,7;65,71;5,8;14,1;10,1;5,3;0.00;910,39
5371.00;13.06.2017;3.00;5,8;7,3;10,9;14,8;74,83;4,4;8.00;7,7;4,8;0.00;913,09
5371.00;14.06.2017;3.00;5,7;8,7;14,3;19,8;64,54;2,8;7,7;11767.00;2,8;0.00;913,65
5371.00;15.06.2017;3.00;5,6;11,7;17,7;23,5;60,63;3,6;10,1;11333.00;4,5;0,1;911,65
5371.00;16.06.2017;3.00;6,9;8.00;12,2;15,4;78,67;5,9;13,6;1,9;7,1;0.00;913,28
5371.00;17.06.2017;3.00;6,6;6,9;9,4;11,3;89,25;5,7;10,9;0,217;7,5;0,6;918,15
5371.00;18.06.2017;3.00;10,1;10,3;15.00;20,3;72.00;3,5;11.00;10283.00;5,7;0.00;919,49
5371.00;19.06.2017;3.00;9,9;12,6;19.00;25,3;54,75;4,8;11,4;15417.00;0,3;0.00;916,89
5371.00;20.06.2017;3.00;11,6;16,3;21.00;26,3;52,17;3,1;9,2;14783.00;1,8;0.00;913,56
5371.00;21.06.2017;3.00;12,6;14,8;19,7;24,7;60,71;3,2;7,7;13567.00;4,9;0.00;913,36
5371.00;22.06.2017;3.00;12,2;15,9;21.00;28,5;62,71;6,2;20,2;9717.00;5,8;2,2;910,18
5371.00;23.06.2017;3.00;12,3;12,1;15,5;19,3;79,21;5,1;13,4;5433.00;7.00;0.00;910,64
5371.00;24.06.2017;3.00;9,8;11.00;14,4;19,3;71,13;6,1;12,7;11,2;3,2;0.00;911,02
5371.00;25.06.2017;3.00;9,4;10,9;13,7;17,1;81,63;6,1;13,6;2033.00;6,5;2,2;908,67
5371.00;26.06.2017;3.00;8,4;12.00;14,6;19,4;77,96;4,9;11,9;7417.00;5,5;0.00;908,31
5371.00;27.06.2017;3.00;8,5;12,4;15,3;18,7;81,67;4,7;13,5;0,133;7,1;0,3;905,43
5371.00;28.06.2017;3.00;9.00;13,2;14,8;17,9;88,79;6,3;15.00;2,75;6,5;17,2;896,86
5371.00;29.06.2017;3.00;9,4;9,9;12,1;13,7;92,92;5,4;15,4;0.00;7,5;13,4;895,01
5371.00;30.06.2017;3.00;8,3;9,3;11,1;14,7;86,63;7,9;16.00;2917.00;6,9;0.00;900,98
5371.00;01.07.2017;3.00;8,5;9,2;10,4;11,5;95,67;8,2;17,4;0.00;7,8;23,3;904,68
5371.00;02.07.2017;3.00;10,4;9,8;11,3;14,9;92,92;4,8;12,3;1967.00;7,8;2,5;912,58
5371.00;03.07.2017;3.00;8,7;8,7;13,2;17,9;76,46;4,5;10,1;9733.00;6,3;0.00;915,63
5371.00;04.07.2017;3.00;9,4;11,2;15.00;20,1;67,71;3,2;8,4;10,05;5,5;0.00;915,15
5371.00;05.07.2017;3.00;9,7;11,8;17,4;22,3;65,29;3,4;7,6;12183.00;3,8;0.00;913,76
5371.00;06.07.2017;3.00;10,7;13,8;18,7;26,4;64,13;3,3;17,4;12317.00;3,1;9,7;914,35
5371.00;07.07.2017;3.00;12,5;13,2;18,9;24,8;71,58;6.00;16,6;11,35;5,5;0,4;912,08
5371.00;08.07.2017;3.00;13,4;15.00;18,7;23,4;60,54;3,8;9,4;11,4;4,3;0.00;912,35
5371.00;09.07.2017;3.00;12.00;15,3;20.00;25,2;61,92;2,8;10,3;8917.00;5,6;14,9;909,6
5371.00;10.07.2017;3.00;12,4;12,8;15,5;19,8;92,42;5,2;12,5;0,717;7,5;10,1;905,4
5371.00;11.07.2017;3.00;10,3;11,3;13,6;18,3;87,5;5,3;14,4;2,9;7,4;6,9;908,01
5371.00;12.07.2017;3.00;7.00;6,9;11,4;13,4;94.00;9,5;21,2;0,017;7,3;21,3;906,86
5371.00;13.07.2017;3.00;5,7;5,8;9,6;14,8;76,38;4,2;12,7;7033.00;6,4;0.00;914,81
5371.00;14.07.2017;3.00;4,2;7,6;11,7;17.00;74,25;4.00;15.00;4667.00;6,3;7,7;911,16
5371.00;15.07.2017;3.00;6,3;7.00;9,5;12,9;89,5;4,2;14,5;1283.00;7,3;0,2;915,5
5371.00;16.07.2017;3.00;5,4;8,4;13,4;18,4;80,08;4,8;9,6;3383.00;6,9;0,6;917,99
5371.00;17.07.2017;3.00;12,3;13,1;15,6;19,6;87,96;3,3;6,3;4733.00;6,7;7,7;916,73
5371.00;18.07.2017;3.00;11,7;13,4;17,5;22,2;77,25;4,3;10,4;9117.00;5,5;0.00;914,83
5371.00;19.07.2017;3.00;13,6;15,6;20,5;26,3;67,92;5,9;17,5;12483.00;3,6;2,4;910,03
5371.00;20.07.2017;3.00;12,7;13,8;16,4;19,7;86,17;6,6;17,9;3617.00;6,5;0,2;908,22
5371.00;21.07.2017;3.00;10,4;12,7;17,3;21,9;70,29;3,4;12,7;8917.00;3,9;0.00;909,95
5371.00;22.07.2017;3.00;12,5;14,1;17,1;22,4;78,83;4,1;12,6;5933.00;6,2;0,2;909,56
5371.00;23.07.2017;3.00;7,9;9,5;13,9;17,6;77,38;7,6;15,5;5967.00;6,8;0.00;909,83
5371.00;24.07.2017;3.00;8,1;8,3;10,3;12,4;90,83;6.00;15,1;0,25;7,3;10,8;903,73
5371.00;25.07.2017;3.00;8,2;8,1;9,1;10,3;97,08;6,5;16,2;0.00;8.00;95,6;900,73
5371.00;26.07.2017;3.00;8,9;8,8;9,9;11,5;95,83;8,4;19,9;0.00;7,3;18,5;902,47
5371.00;27.07.2017;3.00;8,8;9,9;12,7;17,1;93,79;5,4;11,4;0,45;7,3;20,4;904,76
5371.00;28.07.2017;3.00;10,2;9,5;12,6;16,4;83,67;5,9;13.00;4383.00;7,3;0.00;908,26
5371.00;29.07.2017;3.00;10,5;11,9;15,8;20,3;76,88;8.00;15,8;5.00;6,2;0.00;910,6
5371.00;30.07.2017;3.00;13,7;15,3;18,5;23,8;74,13;8,8;17.00;10,75;4,7;0.00;908,43
5371.00;31.07.2017;3.00;11,2;13,2;17,4;22,7;80,21;6,3;13,6;6583.00;5,7;21,6;911,4
5371.00;01.08.2017;3.00;13,2;13,4;18,6;23,6;72,04;5,6;19,4;6,1;6,4;0.00;912,53
5371.00;02.08.2017;3.00;13,1;14,8;17,9;23,1;75,79;4,9;11.00;7633.00;7,1;1,7;914,28
5371.00;03.08.2017;3.00;13,8;15,2;17,7;21,4;81,54;8,8;18,4;3783.00;5,8;3,4;909,97
5371.00;04.08.2017;3.00;10,3;11,7;15,8;20,1;76,63;7,2;14,5;5883.00;4,8;0.00;909,67
5371.00;05.08.2017;3.00;8,7;10,3;14,1;19,6;83,75;6,7;16,1;4617.00;4,9;6,2;910,78
5371.00;06.08.2017;3.00;5,4;8,3;12,6;17,6;70,71;3.00;6,6;10867.00;3,6;0.00;916,46
5371.00;07.08.2017;3.00;5,2;9,7;15,2;20,5;60,46;4,7;12,2;13567.00;2,5;0.00;914,62
5371.00;08.08.2017;3.00;8,4;11,9;15,2;20,5;75,58;7,7;15,9;7,15;6.00;0.00;907,93
5371.00;09.08.2017;3.00;9.00;9,5;14,1;19,8;73,38;4,7;12,2;7567.00;6,5;0,7;911,62
5371.00;10.08.2017;3.00;10,5;10,4;11,2;13.00;91,71;4,7;11,5;0,017;7,9;22.00;912,36
5371.00;11.08.2017;3.00;8,4;8,2;10,2;12.00;96,71;4,7;12.00;0.00;8.00;29.00;909,2
5371.00;12.08.2017;3.00;6,5;6,1;9,5;12,6;95,88;7.00;14,2;0,317;7,9;7,4;911,16
5371.00;13.08.2017;3.00;7,7;11,3;12,9;16,5;88,46;4,2;9,7;3867.00;5,5;0,2;914,61
5371.00;14.08.2017;3.00;8,6;11,2;16,3;22,2;75,08;6,4;13,1;11333.00;4,1;0.00;915,93
5371.00;15.08.2017;3.00;10,4;13,8;17,4;24,4;75,25;5,5;16,6;8717.00;5,2;20,1;914,08
5371.00;16.08.2017;3.00;11,6;12,5;15,7;19,9;81,79;3,6;10,5;4,85;6,8;0.00;916,18
5371.00;17.08.2017;3.00;11,5;13,6;16,8;21,3;81.00;6,2;12,6;6417.00;5,9;0.00;913,83
5371.00;18.08.2017;3.00;11,1;11,1;15,6;21,4;86,38;7,5;16,4;2883.00;6,9;4,4;910,26
5371.00;19.08.2017;3.00;7,6;8,5;11,4;15,4;82,54;6,3;12,3;6133.00;5,4;0.00;912,54
5371.00;20.08.2017;3.00;7,7;8,2;9,7;15,1;85.00;4,3;10,3;2917.00;6,5;0,1;916,29
5371.00;21.08.2017;3.00;4,6;7,5;10,5;15,1;76,71;2,8;6,9;6767.00;4,5;0.00;917,21
5371.00;22.08.2017;3.00;6.00;8,4;12,5;16,7;68,21;2,8;7.00;8517.00;5.00;0.00;915,55
5371.00;23.08.2017;3.00;4,9;8,7;14,5;20,1;68,96;3,6;7,5;12467.00;3.00;0.00;913,05
5371.00;24.08.2017;3.00;10,9;12,8;15,4;20.00;75,25;4,8;9,5;3667.00;5,8;0.00;912,28
5371.00;25.08.2017;3.00;8,2;11,5;16,4;22,3;74,13;2,5;13,8;8867.00;6,5;14,4;913,85
5371.00;26.08.2017;3.00;13,3;14.00;17,7;22,8;85,38;4,1;9,9;5883.00;6,2;0.00;912,26
5371.00;27.08.2017;3.00;9,6;12,8;15,8;18,9;76,75;3,8;8,1;5367.00;6,3;0.00;913,49
5371.00;28.08.2017;3.00;8.00;11,2;15,8;20,8;68,04;2,9;7,3;11533.00;2,9;0.00;914,77
5371.00;29.08.2017;3.00;9.00;12,9;18.00;23,1;67.00;3,4;8,9;12933.00;1,8;0.00;912,52
5371.00;30.08.2017;3.00;12,4;15,4;19,2;24.00;72,46;8,5;13,9;10117.00;4,9;0,2;908,11
5371.00;31.08.2017;3.00;7,6;8,4;12,6;15,5;93,92;6,2;13,9;0.00;7,6;3,1;910,38
5371.00;01.09.2017;3.00;2,8;7,9;9,6;12,8;83,08;4.00;7,7;4467.00;5,4;0.00;913,73
5371.00;02.09.2017;3.00;2,6;7,2;9,3;14,2;78.00;3.00;7,7;4,9;5,3;1,3;912,48
5371.00;03.09.2017;3.00;3,4;6,8;9,5;14,1;75,63;2,5;5,4;7,5;3,3;0.00;910,98
5371.00;04.09.2017;3.00;2,4;6,1;10,6;15,9;72,79;2,7;7,9;8067.00;2,1;0.00;911,6
5371.00;05.09.2017;3.00;4,5;7,9;13,1;19,1;85,42;4,5;9,7;2,6;6,4;0,4;913,69
5371.00;06.09.2017;3.00;6,9;7,2;11,5;14,6;86,88;7,1;15,3;0,233;7,4;0,4;910,19
5371.00;07.09.2017;3.00;6,7;6,7;8,7;12,3;87,58;5,5;11,2;0,783;7,4;0.00;909,85
5371.00;08.09.2017;3.00;7,9;8,3;9,8;12,5;85,83;10,9;19,4;1117.00;7,7;1,1;903,03
5371.00;09.09.2017;3.00;8,4;8,4;9,5;12.00;91,63;10,4;20,9;0,283;7,9;4,2;896,14
5371.00;10.09.2017;3.00;6,2;7,7;9,2;13.00;87,83;6,5;17,5;3883.00;5,9;0.00;900,22
5371.00;11.09.2017;3.00;5,9;6,7;8,4;12,8;88,33;11,2;21,5;2.00;6,3;0,2;896,85
5371.00;12.09.2017;3.00;6,2;6,3;7,5;10,9;94,42;8,5;16.00;0,45;7,6;5,1;902,05
5371.00;13.09.2017;3.00;6,2;6,4;8,3;11,2;94,75;14,5;27,8;0,983;7,7;24,6;899,27
5371.00;14.09.2017;3.00;4,3;4,3;6.00;7,6;96,58;11,9;24,1;0,017;7,8;18,7;898,91
5371.00;15.09.2017;3.00;2,7;4,1;6,1;9,2;94,38;6,3;13,4;1833.00;6,2;3.00;906,3
5371.00;16.09.2017;3.00;1,5;2,9;6,7;11,7;84,42;4,1;7,9;9,35;3,5;0.00;905,83
5371.00;17.09.2017;3.00;1,6;3,9;6,8;10,4;84,5;2,9;6,3;3383.00;6,1;0.00;907,08
5371.00;18.09.2017;3.00;1,5;3,6;6,5;11.00;88,42;4,2;8,4;4617.00;5,3;0.00;908,8
5371.00;19.09.2017;3.00;4,5;4,7;6,7;9,8;90,54;3,6;8,2;0,383;7,4;0.00;910,62
5371.00;20.09.2017;3.00;3,9;5.00;6,6;9.00;94,04;3,5;7.00;0,367;7,3;2,6;913,86
5371.00;21.09.2017;3.00;3,1;5,5;8,7;14,2;81,08;2,4;6.00;7983.00;3,8;0.00;914,66
5371.00;22.09.2017;3.00;2,4;6,1;10.00;15,6;77,88;2,7;5,9;5417.00;4,4;0.00;914,62
5371.00;23.09.2017;3.00;3,3;7,7;10,2;13,8;82,88;3.00;7,2;2,7;5,2;0,1;916,06
5371.00;24.09.2017;3.00;5,4;8,3;9,3;11,9;87,83;3,1;6,9;0,7;7,5;0,1;915,57
5371.00;25.09.2017;3.00;5,6;7,7;9,1;11,6;90,75;3.00;6,9;0,117;7.00;0,4;914,56
5371.00;26.09.2017;3.00;4,8;7,4;9,8;14,1;85,75;3,9;7,7;5,35;5,3;1,3;915,9
5371.00;27.09.2017;3.00;5,3;8,3;11,1;16,2;86,38;4,7;9,8;5883.00;4,5;0.00;917,43
5371.00;28.09.2017;3.00;5,8;9,6;12,4;17,1;86.00;5,2;9,6;3217.00;5,1;0.00;918,53
5371.00;29.09.2017;3.00;8,9;11,3;12,4;14,9;93,38;4.00;9,3;0,117;7,4;0,4;916,87
5371.00;30.09.2017;3.00;7,4;7,2;12,3;17,1;87,92;5,7;13,1;6517.00;7.00;16.00;911,76
5371.00;01.10.2017;3.00;2,9;5,7;8.00;12,7;84,42;4,4;13,1;8567.00;4,5;0.00;914,31
5371.00;02.10.2017;3.00;4,5;5,8;8,8;10,7;94,88;10,7;16,9;0,133;7,3;26.00;909,77
5371.00;03.10.2017;3.00;5,9;5,8;6,6;8,3;96,42;5,1;14,9;0,183;7,9;9,4;911,16
5371.00;04.10.2017;3.00;4,9;4,8;5,8;7,3;93,96;7,8;17,2;0,133;7,8;2,4;914.00
5371.00;05.10.2017;3.00;3,9;3,8;5,9;8,5;94,75;11,7;24,4;0,267;7,5;2,8;904,58
5371.00;06.10.2017;3.00;3,3;3,1;4,2;5,2;96,71;6,8;14,2;0.00;8.00;10,6;909,29
5371.00;07.10.2017;3.00;3,9;3,9;4,4;5,1;96,92;9,1;19,3;0.00;7,9;18.00;910,54
5371.00;08.10.2017;3.00;3,2;4,1;5,7;7,6;96,88;6,3;15,4;0.00;7,7;9,2;908,39
5371.00;09.10.2017;3.00;3,9;3,8;5,3;7.00;95,83;3,6;12,4;0,683;7,8;8,3;911,74
5371.00;10.10.2017;3.00;6,1;6,2;7,5;8,8;97,17;6,9;14,4;0.00;8.00;7.00;910,47
5371.00;11.10.2017;3.00;6,9;7,6;8,3;9,3;96,38;8,9;16,1;0.00;7,9;0,1;911,66
5371.00;12.10.2017;3.00;6,2;7,3;9,1;12,1;86,38;8,4;17,2;5017.00;7,3;0.00;914.00
5371.00;13.10.2017;3.00;5,1;6,5;9,5;11.00;96,46;5,9;12.00;0.00;7,9;0.00;919,32
5371.00;14.10.2017;3.00;7.00;10,1;12,3;17.00;89,04;3,7;7,8;6183.00;3,8;0.00;921,39
5371.00;15.10.2017;3.00;6,4;10,2;13,6;18,8;75,75;6,4;11,7;9833.00;0,1;0.00;920,16
5371.00;16.10.2017;3.00;7,2;9,8;14,2;19,9;68,29;5,4;9,6;9417.00;0,4;0.00;919,49
5371.00;17.10.2017;3.00;5,4;10,6;14,4;20,6;62,46;4,9;10,5;9383.00;1,5;0.00;916,53
5371.00;18.10.2017;3.00;4,9;9.00;12,4;18,8;66,33;4,7;8,5;8,75;2,5;0.00;910,65
5371.00;19.10.2017;3.00;4,3;9,4;12,4;17,1;65,21;7.00;13,4;6667.00;3,6;0.00;908,92
5371.00;20.10.2017;3.00;3,5;4,9;9,9;13,8;76,54;8,1;20,9;0,817;6,1;3,1;908,39
5371.00;21.10.2017;3.00;3,3;4,7;7,8;10,2;94,38;8,3;16,5;0,333;7,3;7,9;908,68
5371.00;22.10.2017;3.00;3,4;3,3;4,4;6,3;95,88;9,1;17,9;0.00;7,8;11,3;906,96
5371.00;23.10.2017;3.00;3.00;2,9;4,1;5,3;97,08;5,4;12,7;0.00;8.00;3,6;911,14
5371.00;24.10.2017;3.00;5,3;5,3;7,2;9,2;97,13;6.00;11,7;0.00;8.00;3,6;916,3
5371.00;25.10.2017;3.00;8,9;9.00;9,7;10,5;96,67;6,9;13,9;0,083;7,8;0,1;916,01
5371.00;26.10.2017;3.00;7,2;7,7;8,5;9,4;96,29;4,3;10,6;0,15;7,8;9,1;917,03
5371.00;27.10.2017;3.00;4.00;4.00;5,2;8,5;95,13;8,2;20,6;0,283;7,8;0,8;915,52
5371.00;28.10.2017;3.00;2,6;2,6;3,2;5,7;96,88;8,8;22,3;0.00;8.00;14.00;910,44
5371.00;29.10.2017;3.00;0,1;0,7;3,5;7,8;92,33;12,2;29,9;2,4;7,4;7,6;901,84
5371.00;30.10.2017;3.00;0,1;0,3;1,1;3,6;92,67;7,2;14,8;2283.00;7,4;0,7;913,94
5371.00;31.10.2017;3.00;0,2;0,2;1,4;3.00;93,67;4.00;11,7;0,033;7,8;0,4;916,9
5371.00;01.11.2017;3.00;1,6;1,6;4,2;7,9;94,13;5,3;11,6;0,583;7,2;0,2;913,86
5371.00;02.11.2017;3.00;2,5;3,7;5,6;7,9;83,79;6,9;13,5;4.00;6,3;0,5;907,6
5371.00;03.11.2017;3.00;-0,8;2,4;4,8;9,4;89,33;;10,9;8667.00;4,3;0.00;909,31
5371.00;04.11.2017;3.00;2,1;3,7;6,6;10,2;92,08;8,9;17,2;1033.00;6,3;2.00;904,49
5371.00;05.11.2017;3.00;0,9;0,7;4,6;8,5;96,67;7,4;17,1;0.00;7,8;11,6;902.00
5371.00;06.11.2017;3.00;-1,3;-0,4;0,4;1,5;93,67;4,3;11,8;0,433;7,4;0.00;912,47
5371.00;07.11.2017;3.00;-0,7;-0,1;1,6;3,2;95,29;6.00;11,8;0.00;7,8;0.00;911,87
5371.00;08.11.2017;3.00;2,3;2,5;3.00;4,4;94,75;3,6;8,1;0,533;7,8;1,4;909,32
5371.00;09.11.2017;3.00;1,6;1,6;2,5;4,7;96,29;;12,9;0,533;7,9;0,3;913,15
5371.00;10.11.2017;3.00;-0,2;-0,3;1.00;2,3;97,04;8,9;17,7;0.00;8.00;5,1;907,71
5371.00;11.11.2017;3.00;-0,3;-0,4;0,4;1,9;97,17;7,7;17.00;0.00;8.00;5,6;901,79
5371.00;12.11.2017;3.00;-2,3;-2,3;-1,1;0.00;95,79;;9.00;0.00;8.00;12,6;895,47
5371.00;13.11.2017;3.00;-2,4;-1,7;-0,8;0.00;94,42;;12.00;1167.00;6,8;0,4;905,35
5371.00;14.11.2017;3.00;-1,4;-0,9;-0,3;0,9;95,58;;10.00;0,583;8.00;0,3;914,8
5371.00;15.11.2017;3.00;-1,5;-0,4;0,9;2,7;96,58;;7,5;0.00;7,3;0.00;917,07
5371.00;16.11.2017;3.00;-1,9;-1,3;1,8;5,2;91,63;;7.00;6.00;4,8;0,4;914,86
